DT50,KOC,Freundlich,Rate,Scenario,Result
60,125,1.0,1505,1,4.4289999999999985
60,125,1.0,1505,2,20.296
60,125,1.0,1505,3,10.487
60,125,1.0,1505,4,15.678
60,125,1.0,1505,5,18.026
60,125,1.0,1505,6,11.968
60,125,1.0,1505,7,11.987
60,125,1.0,1505,8,0.309
60,125,1.0,1505,9,1.903
150,1985,0.9,925,1,0.0
150,1985,0.9,925,2,0.0
150,1985,0.9,925,3,0.0
150,1985,0.9,925,4,0.0
150,1985,0.9,925,5,0.0
150,1985,0.9,925,6,0.0
150,1985,0.9,925,7,0.0
150,1985,0.9,925,8,0.0
150,1985,0.9,925,9,0.0
200,1535,0.7,575,1,0.0
200,1535,0.7,575,2,0.0
200,1535,0.7,575,3,0.0
200,1535,0.7,575,4,0.0
200,1535,0.7,575,5,0.0
200,1535,0.7,575,6,0.0
200,1535,0.7,575,7,0.0
200,1535,0.7,575,8,0.0
200,1535,0.7,575,9,0.0
155,1785,0.75,395,1,0.0
155,1785,0.75,395,2,0.0
155,1785,0.75,395,3,0.0
155,1785,0.75,395,4,0.0
155,1785,0.75,395,5,0.0
155,1785,0.75,395,6,0.0
155,1785,0.75,395,7,0.0
155,1785,0.75,395,8,0.0
155,1785,0.75,395,9,0.0
15,295,0.9,1315,1,0.0
15,295,0.9,1315,2,0.0
15,295,0.9,1315,3,0.0
15,295,0.9,1315,4,0.0
15,295,0.9,1315,5,0.0
15,295,0.9,1315,6,0.0
15,295,0.9,1315,7,0.0
15,295,0.9,1315,8,0.0
15,295,0.9,1315,9,0.0
190,545,0.95,1355,1,0.337
190,545,0.95,1355,2,4.791
190,545,0.95,1355,3,0.364
190,545,0.95,1355,4,3.994
190,545,0.95,1355,5,5.917000000000002
190,545,0.95,1355,6,3.833
190,545,0.95,1355,7,3.57
190,545,0.95,1355,8,0.001
190,545,0.95,1355,9,0.08900000000000001
80,215,0.75,25,1,0.0
80,215,0.75,25,2,0.0
80,215,0.75,25,3,0.0
80,215,0.75,25,4,0.0
80,215,0.75,25,5,0.0
80,215,0.75,25,6,0.0
80,215,0.75,25,7,0.0
80,215,0.75,25,8,0.0
80,215,0.75,25,9,0.0
130,205,0.75,1635,1,0.004
130,205,0.75,1635,2,4.02
130,205,0.75,1635,3,0.001
130,205,0.75,1635,4,2.455
130,205,0.75,1635,5,4.588
130,205,0.75,1635,6,2.173
130,205,0.75,1635,7,2.233
130,205,0.75,1635,8,0.0
130,205,0.75,1635,9,0.0
50,1595,1.1,745,1,0.0
50,1595,1.1,745,2,0.003
50,1595,1.1,745,3,0.001
50,1595,1.1,745,4,0.003
50,1595,1.1,745,5,0.005
50,1595,1.1,745,6,0.003
50,1595,1.1,745,7,0.002
50,1595,1.1,745,8,0.0
50,1595,1.1,745,9,0.0
190,795,0.75,1665,1,0.0
190,795,0.75,1665,2,0.0
190,795,0.75,1665,3,0.0
190,795,0.75,1665,4,0.0
190,795,0.75,1665,5,0.0
190,795,0.75,1665,6,0.0
190,795,0.75,1665,7,0.0
190,795,0.75,1665,8,0.0
190,795,0.75,1665,9,0.0
125,1635,1.05,1045,1,0.001
125,1635,1.05,1045,2,0.036000000000000004
125,1635,1.05,1045,3,0.003
125,1635,1.05,1045,4,0.035
125,1635,1.05,1045,5,0.07400000000000001
125,1635,1.05,1045,6,0.036000000000000004
125,1635,1.05,1045,7,0.029
125,1635,1.05,1045,8,0.0
125,1635,1.05,1045,9,0.0
70,1985,1.0,1465,1,0.0
70,1985,1.0,1465,2,0.0
70,1985,1.0,1465,3,0.0
70,1985,1.0,1465,4,0.0
70,1985,1.0,1465,5,0.0
70,1985,1.0,1465,6,0.0
70,1985,1.0,1465,7,0.0
70,1985,1.0,1465,8,0.0
70,1985,1.0,1465,9,0.0
115,855,0.8,1355,1,0.0
115,855,0.8,1355,2,0.0
115,855,0.8,1355,3,0.0
115,855,0.8,1355,4,0.0
115,855,0.8,1355,5,0.0
115,855,0.8,1355,6,0.0
115,855,0.8,1355,7,0.0
115,855,0.8,1355,8,0.0
115,855,0.8,1355,9,0.0
110,1135,0.75,435,1,0.0
110,1135,0.75,435,2,0.0
110,1135,0.75,435,3,0.0
110,1135,0.75,435,4,0.0
110,1135,0.75,435,5,0.0
110,1135,0.75,435,6,0.0
110,1135,0.75,435,7,0.0
110,1135,0.75,435,8,0.0
110,1135,0.75,435,9,0.0
30,1215,1.1,35,1,0.0
30,1215,1.1,35,2,0.0
30,1215,1.1,35,3,0.0
30,1215,1.1,35,4,0.0
30,1215,1.1,35,5,0.0
30,1215,1.1,35,6,0.0
30,1215,1.1,35,7,0.0
30,1215,1.1,35,8,0.0
30,1215,1.1,35,9,0.0
20,1325,1.1,35,1,0.0
20,1325,1.1,35,2,0.0
20,1325,1.1,35,3,0.0
20,1325,1.1,35,4,0.0
20,1325,1.1,35,5,0.0
20,1325,1.1,35,6,0.0
20,1325,1.1,35,7,0.0
20,1325,1.1,35,8,0.0
20,1325,1.1,35,9,0.0
30,195,0.8,555,1,0.0
30,195,0.8,555,2,0.0
30,195,0.8,555,3,0.0
30,195,0.8,555,4,0.0
30,195,0.8,555,5,0.0
30,195,0.8,555,6,0.0
30,195,0.8,555,7,0.0
30,195,0.8,555,8,0.0
30,195,0.8,555,9,0.0
170,1975,0.7,745,1,0.0
170,1975,0.7,745,2,0.0
170,1975,0.7,745,3,0.0
170,1975,0.7,745,4,0.0
170,1975,0.7,745,5,0.0
170,1975,0.7,745,6,0.0
170,1975,0.7,745,7,0.0
170,1975,0.7,745,8,0.0
170,1975,0.7,745,9,0.0
35,1605,0.75,1895,1,0.0
35,1605,0.75,1895,2,0.0
35,1605,0.75,1895,3,0.0
35,1605,0.75,1895,4,0.0
35,1605,0.75,1895,5,0.0
35,1605,0.75,1895,6,0.0
35,1605,0.75,1895,7,0.0
35,1605,0.75,1895,8,0.0
35,1605,0.75,1895,9,0.0
35,835,0.8,855,1,0.0
35,835,0.8,855,2,0.0
35,835,0.8,855,3,0.0
35,835,0.8,855,4,0.0
35,835,0.8,855,5,0.0
35,835,0.8,855,6,0.0
35,835,0.8,855,7,0.0
35,835,0.8,855,8,0.0
35,835,0.8,855,9,0.0
90,1635,1.1,355,1,0.002
90,1635,1.1,355,2,0.024
90,1635,1.1,355,3,0.006
90,1635,1.1,355,4,0.025
90,1635,1.1,355,5,0.038
90,1635,1.1,355,6,0.021
90,1635,1.1,355,7,0.02
90,1635,1.1,355,8,0.0
90,1635,1.1,355,9,0.0
60,1755,0.95,615,1,0.0
60,1755,0.95,615,2,0.0
60,1755,0.95,615,3,0.0
60,1755,0.95,615,4,0.0
60,1755,0.95,615,5,0.0
60,1755,0.95,615,6,0.0
60,1755,0.95,615,7,0.0
60,1755,0.95,615,8,0.0
60,1755,0.95,615,9,0.0
175,215,0.9,95,1,0.321
175,215,0.9,95,2,1.409
175,215,0.9,95,3,0.444
175,215,0.9,95,4,1.072
175,215,0.9,95,5,1.35
175,215,0.9,95,6,1.033
175,215,0.9,95,7,0.931
175,215,0.9,95,8,0.002
175,215,0.9,95,9,0.139
40,975,1.0,1815,1,0.0
40,975,1.0,1815,2,0.0
40,975,1.0,1815,3,0.0
40,975,1.0,1815,4,0.0
40,975,1.0,1815,5,0.0
40,975,1.0,1815,6,0.0
40,975,1.0,1815,7,0.0
40,975,1.0,1815,8,0.0
40,975,1.0,1815,9,0.0
90,825,0.85,1705,1,0.0
90,825,0.85,1705,2,0.0
90,825,0.85,1705,3,0.0
90,825,0.85,1705,4,0.0
90,825,0.85,1705,5,0.0
90,825,0.85,1705,6,0.0
90,825,0.85,1705,7,0.0
90,825,0.85,1705,8,0.0
90,825,0.85,1705,9,0.0
125,675,0.7,905,1,0.0
125,675,0.7,905,2,0.0
125,675,0.7,905,3,0.0
125,675,0.7,905,4,0.0
125,675,0.7,905,5,0.0
125,675,0.7,905,6,0.0
125,675,0.7,905,7,0.0
125,675,0.7,905,8,0.0
125,675,0.7,905,9,0.0
10,625,0.75,505,1,0.0
10,625,0.75,505,2,0.0
10,625,0.75,505,3,0.0
10,625,0.75,505,4,0.0
10,625,0.75,505,5,0.0
10,625,0.75,505,6,0.0
10,625,0.75,505,7,0.0
10,625,0.75,505,8,0.0
10,625,0.75,505,9,0.0
20,1685,0.95,1885,1,0.0
20,1685,0.95,1885,2,0.0
20,1685,0.95,1885,3,0.0
20,1685,0.95,1885,4,0.0
20,1685,0.95,1885,5,0.0
20,1685,0.95,1885,6,0.0
20,1685,0.95,1885,7,0.0
20,1685,0.95,1885,8,0.0
20,1685,0.95,1885,9,0.0
20,1365,1.0,1775,1,0.0
20,1365,1.0,1775,2,0.0
20,1365,1.0,1775,3,0.0
20,1365,1.0,1775,4,0.0
20,1365,1.0,1775,5,0.0
20,1365,1.0,1775,6,0.0
20,1365,1.0,1775,7,0.0
20,1365,1.0,1775,8,0.0
20,1365,1.0,1775,9,0.0
160,1805,0.9,1635,1,0.0
160,1805,0.9,1635,2,0.0
160,1805,0.9,1635,3,0.0
160,1805,0.9,1635,4,0.0
160,1805,0.9,1635,5,0.0
160,1805,0.9,1635,6,0.0
160,1805,0.9,1635,7,0.0
160,1805,0.9,1635,8,0.0
160,1805,0.9,1635,9,0.0
105,1625,0.8,1035,1,0.0
105,1625,0.8,1035,2,0.0
105,1625,0.8,1035,3,0.0
105,1625,0.8,1035,4,0.0
105,1625,0.8,1035,5,0.0
105,1625,0.8,1035,6,0.0
105,1625,0.8,1035,7,0.0
105,1625,0.8,1035,8,0.0
105,1625,0.8,1035,9,0.0
135,515,0.8,1845,1,0.0
135,515,0.8,1845,2,0.001
135,515,0.8,1845,3,0.0
135,515,0.8,1845,4,0.0
135,515,0.8,1845,5,0.004
135,515,0.8,1845,6,0.001
135,515,0.8,1845,7,0.0
135,515,0.8,1845,8,0.0
135,515,0.8,1845,9,0.0
195,385,0.9,825,1,0.41
195,385,0.9,825,2,5.212999999999999
195,385,0.9,825,3,0.392
195,385,0.9,825,4,4.1080000000000005
195,385,0.9,825,5,5.882999999999999
195,385,0.9,825,6,3.874
195,385,0.9,825,7,3.651
195,385,0.9,825,8,0.001
195,385,0.9,825,9,0.103
80,535,0.9,895,1,0.0
80,535,0.9,895,2,0.002
80,535,0.9,895,3,0.0
80,535,0.9,895,4,0.001
80,535,0.9,895,5,0.004
80,535,0.9,895,6,0.001
80,535,0.9,895,7,0.001
80,535,0.9,895,8,0.0
80,535,0.9,895,9,0.0
55,1495,1.0,1685,1,0.0
55,1495,1.0,1685,2,0.0
55,1495,1.0,1685,3,0.0
55,1495,1.0,1685,4,0.0
55,1495,1.0,1685,5,0.0
55,1495,1.0,1685,6,0.0
55,1495,1.0,1685,7,0.0
55,1495,1.0,1685,8,0.0
55,1495,1.0,1685,9,0.0
10,1885,1.05,1715,1,0.0
10,1885,1.05,1715,2,0.0
10,1885,1.05,1715,3,0.0
10,1885,1.05,1715,4,0.0
10,1885,1.05,1715,5,0.0
10,1885,1.05,1715,6,0.0
10,1885,1.05,1715,7,0.0
10,1885,1.05,1715,8,0.0
10,1885,1.05,1715,9,0.0
30,1955,1.0,1875,1,0.0
30,1955,1.0,1875,2,0.0
30,1955,1.0,1875,3,0.0
30,1955,1.0,1875,4,0.0
30,1955,1.0,1875,5,0.0
30,1955,1.0,1875,6,0.0
30,1955,1.0,1875,7,0.0
30,1955,1.0,1875,8,0.0
30,1955,1.0,1875,9,0.0
145,1085,1.0,875,1,0.002
145,1085,1.0,875,2,0.097
145,1085,1.0,875,3,0.003
145,1085,1.0,875,4,0.08900000000000001
145,1085,1.0,875,5,0.199
145,1085,1.0,875,6,0.096
145,1085,1.0,875,7,0.081
145,1085,1.0,875,8,0.0
145,1085,1.0,875,9,0.0
150,1145,0.9,1605,1,0.0
150,1145,0.9,1605,2,0.0
150,1145,0.9,1605,3,0.0
150,1145,0.9,1605,4,0.0
150,1145,0.9,1605,5,0.002
150,1145,0.9,1605,6,0.0
150,1145,0.9,1605,7,0.0
150,1145,0.9,1605,8,0.0
150,1145,0.9,1605,9,0.0
150,1435,1.0,765,1,0.0
150,1435,1.0,765,2,0.019
150,1435,1.0,765,3,0.0
150,1435,1.0,765,4,0.016
150,1435,1.0,765,5,0.048
150,1435,1.0,765,6,0.02
150,1435,1.0,765,7,0.014
150,1435,1.0,765,8,0.0
150,1435,1.0,765,9,0.0
145,845,0.9,1095,1,0.0
145,845,0.9,1095,2,0.005
145,845,0.9,1095,3,0.0
145,845,0.9,1095,4,0.003
145,845,0.9,1095,5,0.02
145,845,0.9,1095,6,0.005
145,845,0.9,1095,7,0.003
145,845,0.9,1095,8,0.0
145,845,0.9,1095,9,0.0
115,1255,0.85,1805,1,0.0
115,1255,0.85,1805,2,0.0
115,1255,0.85,1805,3,0.0
115,1255,0.85,1805,4,0.0
115,1255,0.85,1805,5,0.0
115,1255,0.85,1805,6,0.0
115,1255,0.85,1805,7,0.0
115,1255,0.85,1805,8,0.0
115,1255,0.85,1805,9,0.0
155,245,1.1,565,1,15.029000000000002
155,245,1.1,565,2,28.318
155,245,1.1,565,3,18.899
155,245,1.1,565,4,21.668000000000006
155,245,1.1,565,5,24.186
155,245,1.1,565,6,20.017
155,245,1.1,565,7,17.432000000000002
155,245,1.1,565,8,1.974
155,245,1.1,565,9,9.446
165,1085,0.95,1685,1,0.0
165,1085,0.95,1685,2,0.059
165,1085,0.95,1685,3,0.0
165,1085,0.95,1685,4,0.043
165,1085,0.95,1685,5,0.163
165,1085,0.95,1685,6,0.063
165,1085,0.95,1685,7,0.045
165,1085,0.95,1685,8,0.0
165,1085,0.95,1685,9,0.0
155,1585,0.95,275,1,0.0
155,1585,0.95,275,2,0.0
155,1585,0.95,275,3,0.0
155,1585,0.95,275,4,0.0
155,1585,0.95,275,5,0.0
155,1585,0.95,275,6,0.0
155,1585,0.95,275,7,0.0
155,1585,0.95,275,8,0.0
155,1585,0.95,275,9,0.0
145,1605,0.75,1945,1,0.0
145,1605,0.75,1945,2,0.0
145,1605,0.75,1945,3,0.0
145,1605,0.75,1945,4,0.0
145,1605,0.75,1945,5,0.0
145,1605,0.75,1945,6,0.0
145,1605,0.75,1945,7,0.0
145,1605,0.75,1945,8,0.0
145,1605,0.75,1945,9,0.0
140,1665,0.95,75,1,0.0
140,1665,0.95,75,2,0.0
140,1665,0.95,75,3,0.0
140,1665,0.95,75,4,0.0
140,1665,0.95,75,5,0.0
140,1665,0.95,75,6,0.0
140,1665,0.95,75,7,0.0
140,1665,0.95,75,8,0.0
140,1665,0.95,75,9,0.0
155,295,1.0,225,1,1.484
155,295,1.0,225,2,4.412
155,295,1.0,225,3,2.046
155,295,1.0,225,4,3.531
155,295,1.0,225,5,4.1789999999999985
155,295,1.0,225,6,3.31
155,295,1.0,225,7,3.051
155,295,1.0,225,8,0.056
155,295,1.0,225,9,0.741
120,1495,0.95,845,1,0.0
120,1495,0.95,845,2,0.0
120,1495,0.95,845,3,0.0
120,1495,0.95,845,4,0.0
120,1495,0.95,845,5,0.0
120,1495,0.95,845,6,0.0
120,1495,0.95,845,7,0.0
120,1495,0.95,845,8,0.0
120,1495,0.95,845,9,0.0
35,1095,0.9,785,1,0.0
35,1095,0.9,785,2,0.0
35,1095,0.9,785,3,0.0
35,1095,0.9,785,4,0.0
35,1095,0.9,785,5,0.0
35,1095,0.9,785,6,0.0
35,1095,0.9,785,7,0.0
35,1095,0.9,785,8,0.0
35,1095,0.9,785,9,0.0
5,905,0.7,935,1,0.0
5,905,0.7,935,2,0.0
5,905,0.7,935,3,0.0
5,905,0.7,935,4,0.0
5,905,0.7,935,5,0.0
5,905,0.7,935,6,0.0
5,905,0.7,935,7,0.0
5,905,0.7,935,8,0.0
5,905,0.7,935,9,0.0
45,835,0.8,445,1,0.0
45,835,0.8,445,2,0.0
45,835,0.8,445,3,0.0
45,835,0.8,445,4,0.0
45,835,0.8,445,5,0.0
45,835,0.8,445,6,0.0
45,835,0.8,445,7,0.0
45,835,0.8,445,8,0.0
45,835,0.8,445,9,0.0
190,1665,0.8,175,1,0.0
190,1665,0.8,175,2,0.0
190,1665,0.8,175,3,0.0
190,1665,0.8,175,4,0.0
190,1665,0.8,175,5,0.0
190,1665,0.8,175,6,0.0
190,1665,0.8,175,7,0.0
190,1665,0.8,175,8,0.0
190,1665,0.8,175,9,0.0
100,1435,0.95,1985,1,0.0
100,1435,0.95,1985,2,0.0
100,1435,0.95,1985,3,0.0
100,1435,0.95,1985,4,0.0
100,1435,0.95,1985,5,0.0
100,1435,0.95,1985,6,0.0
100,1435,0.95,1985,7,0.0
100,1435,0.95,1985,8,0.0
100,1435,0.95,1985,9,0.0
70,775,1.05,815,1,0.005
70,775,1.05,815,2,0.077
70,775,1.05,815,3,0.018000000000000002
70,775,1.05,815,4,0.075
70,775,1.05,815,5,0.117
70,775,1.05,815,6,0.068
70,775,1.05,815,7,0.062
70,775,1.05,815,8,0.0
70,775,1.05,815,9,0.001
70,1105,0.95,1335,1,0.0
70,1105,0.95,1335,2,0.0
70,1105,0.95,1335,3,0.0
70,1105,0.95,1335,4,0.0
70,1105,0.95,1335,5,0.0
70,1105,0.95,1335,6,0.0
70,1105,0.95,1335,7,0.0
70,1105,0.95,1335,8,0.0
70,1105,0.95,1335,9,0.0
120,295,0.85,205,1,0.0
120,295,0.85,205,2,0.032
120,295,0.85,205,3,0.0
120,295,0.85,205,4,0.02
120,295,0.85,205,5,0.059
120,295,0.85,205,6,0.022
120,295,0.85,205,7,0.018000000000000002
120,295,0.85,205,8,0.0
120,295,0.85,205,9,0.0
15,175,1.1,75,1,0.002
15,175,1.1,75,2,0.019
15,175,1.1,75,3,0.013
15,175,1.1,75,4,0.017
15,175,1.1,75,5,0.028
15,175,1.1,75,6,0.008
15,175,1.1,75,7,0.012
15,175,1.1,75,8,0.0
15,175,1.1,75,9,0.0
180,505,0.7,815,1,0.0
180,505,0.7,815,2,0.0
180,505,0.7,815,3,0.0
180,505,0.7,815,4,0.0
180,505,0.7,815,5,0.0
180,505,0.7,815,6,0.0
180,505,0.7,815,7,0.0
180,505,0.7,815,8,0.0
180,505,0.7,815,9,0.0
135,805,0.75,745,1,0.0
135,805,0.75,745,2,0.0
135,805,0.75,745,3,0.0
135,805,0.75,745,4,0.0
135,805,0.75,745,5,0.0
135,805,0.75,745,6,0.0
135,805,0.75,745,7,0.0
135,805,0.75,745,8,0.0
135,805,0.75,745,9,0.0
25,1675,0.75,1565,1,0.0
25,1675,0.75,1565,2,0.0
25,1675,0.75,1565,3,0.0
25,1675,0.75,1565,4,0.0
25,1675,0.75,1565,5,0.0
25,1675,0.75,1565,6,0.0
25,1675,0.75,1565,7,0.0
25,1675,0.75,1565,8,0.0
25,1675,0.75,1565,9,0.0
20,5,1.1,1415,1,13.004
20,5,1.1,1415,2,42.639
20,5,1.1,1415,3,75.572
20,5,1.1,1415,4,42.44
20,5,1.1,1415,5,45.56100000000001
20,5,1.1,1415,6,11.005
20,5,1.1,1415,7,10.04
20,5,1.1,1415,8,1.206
20,5,1.1,1415,9,1.127
60,1915,1.0,435,1,0.0
60,1915,1.0,435,2,0.0
60,1915,1.0,435,3,0.0
60,1915,1.0,435,4,0.0
60,1915,1.0,435,5,0.0
60,1915,1.0,435,6,0.0
60,1915,1.0,435,7,0.0
60,1915,1.0,435,8,0.0
60,1915,1.0,435,9,0.0
80,1415,0.8,1625,1,0.0
80,1415,0.8,1625,2,0.0
80,1415,0.8,1625,3,0.0
80,1415,0.8,1625,4,0.0
80,1415,0.8,1625,5,0.0
80,1415,0.8,1625,6,0.0
80,1415,0.8,1625,7,0.0
80,1415,0.8,1625,8,0.0
80,1415,0.8,1625,9,0.0
110,1195,0.8,425,1,0.0
110,1195,0.8,425,2,0.0
110,1195,0.8,425,3,0.0
110,1195,0.8,425,4,0.0
110,1195,0.8,425,5,0.0
110,1195,0.8,425,6,0.0
110,1195,0.8,425,7,0.0
110,1195,0.8,425,8,0.0
110,1195,0.8,425,9,0.0
90,1195,0.9,555,1,0.0
90,1195,0.9,555,2,0.0
90,1195,0.9,555,3,0.0
90,1195,0.9,555,4,0.0
90,1195,0.9,555,5,0.0
90,1195,0.9,555,6,0.0
90,1195,0.9,555,7,0.0
90,1195,0.9,555,8,0.0
90,1195,0.9,555,9,0.0
15,845,1.1,505,1,0.0
15,845,1.1,505,2,0.0
15,845,1.1,505,3,0.0
15,845,1.1,505,4,0.0
15,845,1.1,505,5,0.0
15,845,1.1,505,6,0.0
15,845,1.1,505,7,0.0
15,845,1.1,505,8,0.0
15,845,1.1,505,9,0.0
25,1315,0.95,675,1,0.0
25,1315,0.95,675,2,0.0
25,1315,0.95,675,3,0.0
25,1315,0.95,675,4,0.0
25,1315,0.95,675,5,0.0
25,1315,0.95,675,6,0.0
25,1315,0.95,675,7,0.0
25,1315,0.95,675,8,0.0
25,1315,0.95,675,9,0.0
105,1305,0.9,475,1,0.0
105,1305,0.9,475,2,0.0
105,1305,0.9,475,3,0.0
105,1305,0.9,475,4,0.0
105,1305,0.9,475,5,0.0
105,1305,0.9,475,6,0.0
105,1305,0.9,475,7,0.0
105,1305,0.9,475,8,0.0
105,1305,0.9,475,9,0.0
140,1415,0.95,1025,1,0.0
140,1415,0.95,1025,2,0.001
140,1415,0.95,1025,3,0.0
140,1415,0.95,1025,4,0.001
140,1415,0.95,1025,5,0.003
140,1415,0.95,1025,6,0.001
140,1415,0.95,1025,7,0.001
140,1415,0.95,1025,8,0.0
140,1415,0.95,1025,9,0.0
125,1565,1.0,995,1,0.0
125,1565,1.0,995,2,0.005
125,1565,1.0,995,3,0.0
125,1565,1.0,995,4,0.004
125,1565,1.0,995,5,0.013
125,1565,1.0,995,6,0.005
125,1565,1.0,995,7,0.003
125,1565,1.0,995,8,0.0
125,1565,1.0,995,9,0.0
75,535,1.05,605,1,0.04
75,535,1.05,605,2,0.39
75,535,1.05,605,3,0.119
75,535,1.05,605,4,0.37
75,535,1.05,605,5,0.501
75,535,1.05,605,6,0.32299999999999995
75,535,1.05,605,7,0.334
75,535,1.05,605,8,0.0
75,535,1.05,605,9,0.01
60,1945,0.85,1905,1,0.0
60,1945,0.85,1905,2,0.0
60,1945,0.85,1905,3,0.0
60,1945,0.85,1905,4,0.0
60,1945,0.85,1905,5,0.0
60,1945,0.85,1905,6,0.0
60,1945,0.85,1905,7,0.0
60,1945,0.85,1905,8,0.0
60,1945,0.85,1905,9,0.0
185,1345,1.1,1425,1,0.18600000000000005
185,1345,1.1,1425,2,1.541
185,1345,1.1,1425,3,0.255
185,1345,1.1,1425,4,1.469
185,1345,1.1,1425,5,2.301
185,1345,1.1,1425,6,1.491
185,1345,1.1,1425,7,1.388
185,1345,1.1,1425,8,0.004
185,1345,1.1,1425,9,0.07400000000000001
130,1655,0.95,1085,1,0.0
130,1655,0.95,1085,2,0.0
130,1655,0.95,1085,3,0.0
130,1655,0.95,1085,4,0.0
130,1655,0.95,1085,5,0.0
130,1655,0.95,1085,6,0.0
130,1655,0.95,1085,7,0.0
130,1655,0.95,1085,8,0.0
130,1655,0.95,1085,9,0.0
195,1445,0.9,695,1,0.0
195,1445,0.9,695,2,0.0
195,1445,0.9,695,3,0.0
195,1445,0.9,695,4,0.0
195,1445,0.9,695,5,0.0
195,1445,0.9,695,6,0.0
195,1445,0.9,695,7,0.0
195,1445,0.9,695,8,0.0
195,1445,0.9,695,9,0.0
120,535,0.75,1615,1,0.0
120,535,0.75,1615,2,0.0
120,535,0.75,1615,3,0.0
120,535,0.75,1615,4,0.0
120,535,0.75,1615,5,0.0
120,535,0.75,1615,6,0.0
120,535,0.75,1615,7,0.0
120,535,0.75,1615,8,0.0
120,535,0.75,1615,9,0.0
60,1275,0.8,35,1,0.0
60,1275,0.8,35,2,0.0
60,1275,0.8,35,3,0.0
60,1275,0.8,35,4,0.0
60,1275,0.8,35,5,0.0
60,1275,0.8,35,6,0.0
60,1275,0.8,35,7,0.0
60,1275,0.8,35,8,0.0
60,1275,0.8,35,9,0.0
45,5,0.85,265,1,14.684
45,5,0.85,265,2,30.873
45,5,0.85,265,3,42.298
45,5,0.85,265,4,25.681
45,5,0.85,265,5,21.155
45,5,0.85,265,6,13.024
45,5,0.85,265,7,11.055
45,5,0.85,265,8,3.054
45,5,0.85,265,9,4.565
55,225,0.75,515,1,0.0
55,225,0.75,515,2,0.0
55,225,0.75,515,3,0.0
55,225,0.75,515,4,0.0
55,225,0.75,515,5,0.0
55,225,0.75,515,6,0.0
55,225,0.75,515,7,0.0
55,225,0.75,515,8,0.0
55,225,0.75,515,9,0.0
175,1125,1.0,1455,1,0.006999999999999999
175,1125,1.0,1455,2,0.332
175,1125,1.0,1455,3,0.006999999999999999
175,1125,1.0,1455,4,0.3
175,1125,1.0,1455,5,0.6659999999999999
175,1125,1.0,1455,6,0.338
175,1125,1.0,1455,7,0.284
175,1125,1.0,1455,8,0.0
175,1125,1.0,1455,9,0.001
130,1345,1.05,1825,1,0.006999999999999999
130,1345,1.05,1825,2,0.174
130,1345,1.05,1825,3,0.017
130,1345,1.05,1825,4,0.17
130,1345,1.05,1825,5,0.322
130,1345,1.05,1825,6,0.17
130,1345,1.05,1825,7,0.146
130,1345,1.05,1825,8,0.0
130,1345,1.05,1825,9,0.002
80,1425,0.7,785,1,0.0
80,1425,0.7,785,2,0.0
80,1425,0.7,785,3,0.0
80,1425,0.7,785,4,0.0
80,1425,0.7,785,5,0.0
80,1425,0.7,785,6,0.0
80,1425,0.7,785,7,0.0
80,1425,0.7,785,8,0.0
80,1425,0.7,785,9,0.0
185,1035,0.7,925,1,0.0
185,1035,0.7,925,2,0.0
185,1035,0.7,925,3,0.0
185,1035,0.7,925,4,0.0
185,1035,0.7,925,5,0.0
185,1035,0.7,925,6,0.0
185,1035,0.7,925,7,0.0
185,1035,0.7,925,8,0.0
185,1035,0.7,925,9,0.0
150,1205,1.0,1165,1,0.001
150,1205,1.0,1165,2,0.084
150,1205,1.0,1165,3,0.002
150,1205,1.0,1165,4,0.078
150,1205,1.0,1165,5,0.189
150,1205,1.0,1165,6,0.087
150,1205,1.0,1165,7,0.069
150,1205,1.0,1165,8,0.0
150,1205,1.0,1165,9,0.0
135,455,1.0,1515,1,0.921
135,455,1.0,1515,2,5.925
135,455,1.0,1515,3,1.736
135,455,1.0,1515,4,4.996
135,455,1.0,1515,5,6.909
135,455,1.0,1515,6,4.7
135,455,1.0,1515,7,4.623
135,455,1.0,1515,8,0.008
135,455,1.0,1515,9,0.341
90,155,0.95,1835,1,8.185
90,155,0.95,1835,2,33.101
90,155,0.95,1835,3,15.742
90,155,0.95,1835,4,23.163
90,155,0.95,1835,5,29.317
90,155,0.95,1835,6,19.588
90,155,0.95,1835,7,20.423
90,155,0.95,1835,8,0.213
90,155,0.95,1835,9,3.14
40,1895,0.75,935,1,0.0
40,1895,0.75,935,2,0.0
40,1895,0.75,935,3,0.0
40,1895,0.75,935,4,0.0
40,1895,0.75,935,5,0.0
40,1895,0.75,935,6,0.0
40,1895,0.75,935,7,0.0
40,1895,0.75,935,8,0.0
40,1895,0.75,935,9,0.0
135,1905,1.0,755,1,0.0
135,1905,1.0,755,2,0.001
135,1905,1.0,755,3,0.0
135,1905,1.0,755,4,0.001
135,1905,1.0,755,5,0.004
135,1905,1.0,755,6,0.001
135,1905,1.0,755,7,0.001
135,1905,1.0,755,8,0.0
135,1905,1.0,755,9,0.0
40,1885,1.05,1345,1,0.0
40,1885,1.05,1345,2,0.0
40,1885,1.05,1345,3,0.0
40,1885,1.05,1345,4,0.0
40,1885,1.05,1345,5,0.0
40,1885,1.05,1345,6,0.0
40,1885,1.05,1345,7,0.0
40,1885,1.05,1345,8,0.0
40,1885,1.05,1345,9,0.0
10,1735,0.7,1765,1,0.0
10,1735,0.7,1765,2,0.0
